date,time,srcIP,destIP,port,flow
2016/4/29,13:46:18,108.61.202.180,202.120.239.129,80,38772
2016/4/4,16:23:11,216.23.199.90,202.120.239.12,443,95284
2016/4/13,12:04:53,202.120.142.252,202.120.239.104,443,10480
2016/4/21,20:09:26,202.120.217.17,202.120.238.96,80,36426
2016/4/5,22:14:21,237.75.147.150,202.120.238.80,80,59500
2016/4/19,22:24:30,237.189.13.227,202.120.238.251,443,98214
2016/4/24,10:50:51,114.51.79.252,202.120.238.199,8080,67132
2016/4/25,11:57:16,130.193.27.234,202.120.238.142,8080,95952
2016/4/24,03:39:19,202.120.70.178,202.120.238.138,8080,56858
2016/4/12,22:42:41,202.120.124.145,202.120.238.13,443,2516
2016/4/2,02:14:08,202.120.248.41,202.120.238.107,80,64197
2016/4/28,02:40:46,146.214.88.164,202.120.237.91,443,77007
2016/4/8,06:28:44,85.83.239.165,202.120.237.255,8080,93128
2016/4/24,01:48:31,202.120.212.118,202.120.237.250,25,7228
2016/4/26,02:28:03,49.65.155.233,202.120.237.242,443,17936
2016/4/10,13:32:56,49.65.155.233,202.120.237.208,80,56237
2016/4/22,13:48:20,39.192.217.150,202.120.237.200,443,81861
2016/4/29,15:15:02,256.28.220.23,202.120.237.156,80,6894
2016/4/24,22:49:09,202.120.229.243,202.120.236.97,25,17881
2016/4/10,21:57:18,202.120.90.65,202.120.236.85,25,4898
2016/4/17,04:34:22,202.120.32.8,202.120.236.84,25,63317
2016/4/29,12:53:23,104.150.88.215,202.120.236.74,8080,75666
2016/4/15,08:12:23,202.120.126.15,202.120.236.68,25,10623
2016/4/26,13:15:16,202.120.32.70,202.120.236.52,80,34289
2016/4/22,08:55:34,73.56.163.57,202.120.236.42,443,93707
2016/4/3,14:19:51,123.26.49.90,202.120.236.41,443,94150
2016/4/29,05:37:03,11.77.57.80,202.120.236.32,8080,60504
2016/4/8,02:34:07,28.174.73.78,202.120.236.24,443,34488
2016/4/6,02:54:10,63.112.212.46,202.120.236.186,80,84501
2016/4/29,09:37:17,108.61.202.180,202.120.236.185,8080,93958
2016/4/1,17:01:07,6.130.81.30,202.120.236.15,25,16442
2016/4/18,22:46:23,202.120.256.206,202.120.236.149,80,3541
2016/4/1,18:42:49,202.120.155.15,202.120.236.131,80,57988
2016/4/25,13:08:03,252.121.80.127,202.120.236.112,8080,21246
2016/4/8,04:47:09,239.218.181.173,202.120.236.0,443,76708
2016/4/18,12:23:54,202.120.169.126,202.120.235.48,80,92255
2016/4/24,02:38:16,202.120.18.108,202.120.235.42,8080,64315
2016/4/23,14:32:42,202.120.204.153,202.120.235.28,25,60235
2016/4/30,22:05:14,5.150.217.135,202.120.235.251,25,70525
2016/4/11,05:18:28,202.120.99.153,202.120.235.223,25,54983
2016/4/5,11:09:20,256.28.220.23,202.120.235.209,443,41546
2016/4/2,06:16:45,202.120.238.33,202.120.235.164,25,84280
2016/4/19,09:40:53,183.216.114.116,202.120.235.147,80,91279
2016/4/15,11:43:03,202.120.63.216,202.120.235.105,25,89967
2016/4/13,10:12:42,202.120.175.162,202.120.235.10,8080,44306
2016/4/7,08:34:41,202.120.35.10,202.120.234.77,80,92892
2016/4/3,20:36:45,202.120.206.83,202.120.234.57,25,38296
2016/4/6,16:23:22,223.54.212.178,202.120.234.50,8080,7971
2016/4/1,03:03:13,162.92.248.97,202.120.234.35,80,25430
2016/4/26,21:00:17,202.120.157.61,202.120.234.206,8080,39370
2016/4/15,21:03:25,202.120.212.83,202.120.234.184,25,92395
2016/4/15,00:15:34,162.92.248.97,202.120.234.178,80,61923
2016/4/23,17:53:29,28.174.73.78,202.120.234.131,25,47767
2016/4/10,20:57:48,202.120.59.59,202.120.234.10,8080,22097
2016/4/11,13:05:36,202.120.112.205,202.120.233.75,8080,62298
2016/4/14,20:56:32,202.120.178.2,202.120.233.72,80,33613
2016/4/28,01:56:48,202.120.167.187,202.120.233.66,443,34469
2016/4/6,05:23:56,29.74.12.6,202.120.233.6,8080,71679
2016/4/11,20:37:39,202.120.194.55,202.120.233.53,443,54219
2016/4/23,21:22:43,202.120.198.84,202.120.233.48,8080,45570
2016/4/9,20:54:38,202.120.45.84,202.120.233.38,80,77746
2016/4/24,18:37:00,78.197.215.201,202.120.233.28,443,34554
2016/4/2,03:34:25,202.120.117.56,202.120.233.244,80,43318
2016/4/5,15:21:18,35.19.6.206,202.120.233.208,8080,32578
2016/4/10,02:26:07,58.96.80.35,202.120.233.193,25,67923
2016/4/23,17:07:09,189.100.224.244,202.120.233.19,25,19439
2016/4/3,18:37:29,202.120.89.247,202.120.233.138,80,1764
2016/4/6,21:14:48,11.77.57.80,202.120.233.118,443,12386
2016/4/22,14:25:33,202.120.166.106,202.120.233.114,443,18747
2016/4/25,06:09:20,54.25.212.45,202.120.232.90,25,34976
2016/4/30,11:27:34,221.5.96.32,202.120.232.39,8080,41002
2016/4/6,16:01:05,202.120.195.243,202.120.232.37,25,16878
2016/4/15,02:37:09,202.120.61.73,202.120.232.254,25,94715
2016/4/15,00:46:37,11.77.57.80,202.120.232.189,25,20199
2016/4/25,10:32:26,49.65.155.233,202.120.232.187,80,21248
2016/4/23,10:11:49,237.192.79.165,202.120.232.126,8080,72984
2016/4/29,10:43:26,130.193.27.234,202.120.232.10,8080,95555
2016/4/11,14:13:38,162.92.248.97,202.120.231.77,80,11006
2016/4/13,01:02:35,252.121.80.127,202.120.231.42,8080,49137
2016/4/23,12:55:59,202.120.115.42,202.120.231.246,443,70473
2016/4/25,22:42:46,183.216.114.116,202.120.231.163,443,86767
2016/4/16,02:14:48,103.116.223.62,202.120.231.126,25,13344
2016/4/8,00:10:53,202.120.61.36,202.120.231.123,8080,80063
2016/4/2,13:14:15,108.61.202.180,202.120.231.109,80,3393
2016/4/8,07:49:54,54.25.212.45,202.120.230.97,443,23126
2016/4/12,00:29:47,81.64.226.71,202.120.230.33,25,2418
2016/4/29,03:02:06,47.205.138.101,202.120.230.244,80,58241
2016/4/1,17:57:28,202.120.171.124,202.120.230.234,8080,78912
2016/4/23,21:42:27,202.120.123.68,202.120.230.195,25,23075
2016/4/24,22:01:10,256.28.220.23,202.120.230.191,80,19075
2016/4/26,15:59:41,148.114.32.177,202.120.230.187,25,11097
2016/4/17,12:43:56,202.120.193.252,202.120.230.17,80,97517
2016/4/23,15:58:34,75.80.198.38,202.120.230.152,8080,74484
2016/4/16,12:42:28,202.120.184.49,202.120.230.118,25,21154
2016/4/11,08:16:25,45.30.21.100,202.120.230.104,443,14724
2016/4/18,13:18:29,194.80.1.249,202.120.230.104,8080,52329
2016/4/20,10:39:34,202.120.215.143,202.120.23.98,443,32890
2016/4/12,02:18:28,223.248.74.24,202.120.23.43,8080,61665
2016/4/23,20:03:24,202.120.103.204,202.120.23.30,25,14708
2016/4/8,21:12:41,49.65.155.233,202.120.23.220,8080,98083
2016/4/4,15:23:42,202.120.68.181,202.120.23.214,80,67479
2016/4/7,19:20:10,114.51.79.252,202.120.23.159,443,88330
2016/4/4,10:33:35,174.66.138.37,202.120.23.142,25,55604
2016/4/3,11:47:48,237.75.147.150,202.120.23.113,443,26552
2016/4/15,12:15:22,142.147.81.128,202.120.23.110,8080,4063
2016/4/4,11:45:17,39.214.76.10,202.120.229.61,8080,96505
2016/4/23,15:01:31,179.144.23.207,202.120.229.49,8080,76107
2016/4/3,15:22:44,170.241.146.14,202.120.229.222,80,81569
2016/4/12,07:53:32,223.54.212.178,202.120.229.205,80,37648
2016/4/25,09:28:37,123.26.49.90,202.120.229.158,80,38277
2016/4/11,13:36:53,73.56.163.57,202.120.229.150,80,95978
2016/4/19,19:11:44,202.120.152.169,202.120.229.15,80,5065
2016/4/5,15:05:41,152.221.163.85,202.120.229.138,80,7554
2016/4/2,02:57:42,202.120.12.171,202.120.229.11,443,18471
2016/4/10,05:50:21,138.196.243.102,202.120.229.0,8080,67819
2016/4/11,18:58:37,189.100.224.244,202.120.228.97,80,98197
2016/4/17,16:32:03,202.120.135.111,202.120.228.8,80,46
2016/4/17,10:33:33,78.197.215.201,202.120.228.70,8080,30322
2016/4/19,18:13:53,28.174.73.78,202.120.228.217,443,27786
2016/4/8,18:07:08,202.120.156.229,202.120.228.192,25,49705
2016/4/24,04:55:23,240.224.24.246,202.120.228.183,25,79716
2016/4/10,12:38:13,56.36.136.167,202.120.228.171,8080,3851
2016/4/3,12:00:52,216.23.199.90,202.120.227.64,443,41396
2016/4/25,17:22:02,202.120.117.103,202.120.227.51,80,57061
2016/4/19,02:48:44,202.120.85.44,202.120.227.4,443,28775
2016/4/15,19:01:01,137.178.78.57,202.120.227.232,80,93632
2016/4/16,20:25:23,8.111.139.203,202.120.227.214,8080,49240
2016/4/1,21:25:37,202.120.222.46,202.120.227.144,443,82835
2016/4/15,01:51:34,85.83.239.165,202.120.227.135,80,45001
2016/4/6,22:11:44,202.120.131.64,202.120.226.80,80,65525
2016/4/1,02:41:40,202.120.91.160,202.120.226.256,80,944
2016/4/15,19:37:54,104.150.88.215,202.120.226.225,443,28626
2016/4/2,00:33:50,202.120.107.41,202.120.226.183,25,28779
2016/4/8,02:56:17,202.120.77.186,202.120.226.148,8080,44494
2016/4/6,23:23:25,142.147.81.128,202.120.226.111,8080,92797
2016/4/15,07:01:05,75.138.115.9,202.120.226.10,8080,47867
2016/4/3,15:34:07,202.120.96.80,202.120.225.63,443,48241
2016/4/2,12:12:34,39.192.217.150,202.120.225.4,8080,30610
2016/4/17,13:34:35,202.120.81.206,202.120.225.28,443,46591
2016/4/3,10:21:58,142.147.81.128,202.120.225.248,25,81129
2016/4/2,15:22:14,202.120.198.155,202.120.225.197,80,15867
2016/4/7,05:19:41,148.76.138.247,202.120.225.151,80,94580
2016/4/3,15:57:34,179.144.23.207,202.120.225.137,25,90949
2016/4/1,01:55:47,202.120.4.249,202.120.225.108,25,1831
2016/4/1,09:28:23,253.215.226.158,202.120.225.107,443,40194
2016/4/24,13:45:58,22.132.179.141,202.120.224.3,80,4235
2016/4/3,02:44:23,202.120.191.189,202.120.224.243,80,16656
2016/4/8,09:33:36,68.244.27.147,202.120.224.235,25,64223
2016/4/15,20:14:12,202.120.201.82,202.120.224.159,443,76523
2016/4/2,20:02:32,76.73.182.178,202.120.224.120,8080,27569
2016/4/26,03:27:11,202.120.239.241,202.120.224.119,80,59876
2016/4/8,20:00:12,202.120.62.174,202.120.223.90,443,34777
2016/4/29,23:23:05,202.120.81.136,202.120.223.62,25,93084
2016/4/24,16:26:32,202.120.63.122,202.120.223.5,443,10879
2016/4/11,16:15:37,117.125.142.38,202.120.223.46,25,60098
2016/4/13,05:19:39,78.197.215.201,202.120.223.29,25,87996
2016/4/22,17:25:53,104.150.88.215,202.120.223.227,8080,43930
2016/4/4,14:44:11,202.120.233.39,202.120.223.214,8080,34373
2016/4/7,14:15:32,202.120.139.145,202.120.223.210,25,11590
2016/4/17,02:27:31,202.120.147.63,202.120.223.187,25,28551
2016/4/24,17:24:38,202.120.110.119,202.120.223.181,443,6774
2016/4/5,05:33:12,117.125.142.38,202.120.223.173,443,73214
2016/4/6,05:33:07,236.99.250.27,202.120.223.140,25,3888
2016/4/3,20:52:33,137.8.97.93,202.120.223.14,8080,88789
2016/4/2,02:47:07,56.36.136.167,202.120.223.1,25,29727
2016/4/14,08:43:06,202.120.170.252,202.120.223.1,443,50546
2016/4/22,12:50:58,202.120.69.121,202.120.222.99,80,6843
2016/4/12,02:45:44,237.75.147.150,202.120.222.98,443,25835
2016/4/11,12:23:17,202.120.220.234,202.120.222.50,25,84199
2016/4/13,04:23:28,202.120.171.197,202.120.222.46,25,32796
2016/4/21,04:03:44,202.120.91.187,202.120.222.229,8080,99765
2016/4/17,03:17:25,202.120.159.215,202.120.222.198,25,6480
2016/4/8,01:03:14,202.120.172.205,202.120.222.190,8080,36766
2016/4/28,11:47:42,202.120.253.219,202.120.222.182,25,90922
2016/4/15,14:02:17,202.120.234.242,202.120.222.181,443,67518
2016/4/15,15:20:24,202.120.190.105,202.120.222.149,8080,88180
2016/4/29,00:49:48,85.83.239.165,202.120.222.145,8080,86887
2016/4/21,10:20:51,114.51.79.252,202.120.222.132,80,12742
2016/4/3,11:18:09,148.114.32.177,202.120.222.130,443,62781
2016/4/30,17:56:25,202.120.238.9,202.120.222.110,80,60981
2016/4/13,16:50:32,202.120.190.180,202.120.221.89,8080,61312
2016/4/25,00:03:49,202.120.105.67,202.120.221.74,8080,89935
2016/4/15,05:10:14,236.21.226.165,202.120.221.67,25,37500
2016/4/22,22:25:55,183.216.114.116,202.120.221.229,80,67930
2016/4/18,00:27:14,202.120.166.224,202.120.221.219,80,11300
2016/4/2,16:06:54,11.77.57.80,202.120.221.219,25,14297
2016/4/29,14:54:35,108.61.202.180,202.120.221.164,80,10898
2016/4/21,07:27:24,202.120.155.152,202.120.221.15,443,22586
2016/4/20,19:58:33,202.120.214.175,202.120.221.145,80,44119
2016/4/8,21:56:28,202.120.57.159,202.120.220.96,25,87300
2016/4/10,18:10:57,221.5.96.32,202.120.220.66,80,29075
2016/4/27,06:59:58,49.65.155.233,202.120.220.3,25,11836
2016/4/5,22:12:57,202.120.117.176,202.120.220.214,25,13617
2016/4/10,00:18:28,202.120.220.111,202.120.220.209,25,11079
2016/4/18,13:46:46,27.104.239.46,202.120.220.200,443,69423
2016/4/6,19:35:13,169.198.141.16,202.120.220.178,80,54741
2016/4/24,01:34:18,68.244.27.147,202.120.220.162,8080,38813
2016/4/20,00:06:31,202.120.238.18,202.120.220.115,8080,38901
2016/4/4,17:49:58,202.120.61.248,202.120.220.111,443,57053
2016/4/24,18:06:42,202.120.190.23,202.120.22.94,25,13382
2016/4/6,23:28:15,137.178.78.57,202.120.22.92,8080,17637
2016/4/26,02:19:51,117.125.142.38,202.120.22.70,80,45881
2016/4/4,07:13:48,237.75.147.150,202.120.22.3,80,35808
2016/4/21,07:13:24,202.120.235.38,202.120.22.243,25,63073
2016/4/30,15:27:12,202.120.241.210,202.120.22.209,8080,35507
2016/4/1,14:16:49,136.241.215.198,202.120.22.208,80,51621
2016/4/8,17:21:28,193.88.101.216,202.120.22.189,443,85824
2016/4/29,06:24:45,223.54.212.178,202.120.22.174,443,20445
2016/4/28,09:54:55,39.214.76.10,202.120.22.166,25,38130
2016/4/27,05:43:52,202.120.8.217,202.120.22.123,80,60761
2016/4/25,04:13:18,61.181.119.56,202.120.22.111,8080,95053
2016/4/28,11:18:10,202.120.222.172,202.120.22.110,443,49081
2016/4/8,21:54:37,199.122.239.151,202.120.219.99,80,54156
2016/4/25,11:18:13,202.120.221.213,202.120.219.80,443,10821
2016/4/3,16:48:06,47.205.138.101,202.120.219.61,80,87015
2016/4/3,15:30:27,202.120.81.129,202.120.219.50,443,46568
2016/4/28,12:08:25,202.120.161.100,202.120.219.46,443,67028
2016/4/5,02:59:39,202.120.169.86,202.120.219.38,80,22098
2016/4/13,15:16:48,30.225.211.182,202.120.219.239,8080,52145
2016/4/17,00:40:14,138.133.216.100,202.120.219.200,80,59756
2016/4/26,14:15:33,202.120.87.174,202.120.219.133,25,19614
2016/4/17,15:31:48,167.232.180.37,202.120.219.122,443,91908
2016/4/8,14:35:24,75.138.115.9,202.120.219.100,80,99527
2016/4/20,07:35:50,164.100.39.187,202.120.218.88,80,20846
2016/4/9,19:36:43,202.120.256.77,202.120.218.64,80,14659
2016/4/18,17:24:44,202.120.204.209,202.120.218.61,80,36984
2016/4/6,08:02:40,202.120.220.200,202.120.218.254,25,67263
2016/4/9,21:17:19,202.120.138.84,202.120.218.226,80,18359
2016/4/13,20:17:01,202.120.236.64,202.120.218.194,80,75977
2016/4/7,02:44:47,130.193.27.234,202.120.218.156,80,89673
2016/4/3,06:03:33,137.178.78.57,202.120.218.152,8080,46565
2016/4/12,10:28:15,202.120.100.84,202.120.218.140,25,66422
2016/4/14,19:32:01,137.178.78.57,202.120.217.70,80,30521
2016/4/18,02:54:19,202.120.149.94,202.120.217.255,25,85107
2016/4/16,08:18:24,202.120.23.130,202.120.217.222,443,83065
2016/4/14,14:30:25,202.120.204.73,202.120.217.187,80,2426
2016/4/19,16:37:39,202.120.90.210,202.120.216.72,8080,1230
2016/4/23,00:56:01,202.120.28.138,202.120.216.195,443,75914
2016/4/30,14:54:17,202.120.33.106,202.120.216.186,25,42242
2016/4/13,05:11:48,73.201.98.219,202.120.216.157,80,97013
2016/4/22,09:47:24,202.120.240.82,202.120.216.146,8080,52174
2016/4/1,21:43:44,26.85.60.116,202.120.216.134,8080,33471
2016/4/5,02:14:12,202.120.164.91,202.120.215.43,443,63768
2016/4/3,16:13:05,202.120.187.159,202.120.215.221,8080,33097
2016/4/21,07:34:51,202.120.193.219,202.120.215.211,25,35054
2016/4/27,22:51:08,202.120.17.114,202.120.215.178,25,96565
2016/4/19,10:54:18,202.120.174.140,202.120.215.176,443,9672
2016/4/17,20:32:50,202.120.11.18,202.120.215.166,8080,27601
2016/4/21,17:46:15,33.245.6.131,202.120.215.117,8080,2958
2016/4/15,07:24:50,170.241.146.14,202.120.215.107,80,57818
2016/4/3,12:18:48,202.120.192.45,202.120.214.90,443,51816
2016/4/13,16:35:28,205.155.160.91,202.120.214.84,443,91758
2016/4/29,13:51:42,202.120.7.82,202.120.214.80,8080,11320
2016/4/8,06:06:45,202.120.46.70,202.120.214.71,25,52372
2016/4/5,09:11:22,39.214.76.10,202.120.214.244,80,37931
2016/4/17,20:43:51,202.120.120.186,202.120.214.235,8080,58683
2016/4/17,01:47:54,202.120.59.102,202.120.214.22,443,14396
2016/4/3,14:44:34,202.120.203.241,202.120.214.204,443,41172
2016/4/24,19:56:41,202.120.17.247,202.120.214.192,443,50698
2016/4/5,22:35:32,148.76.138.247,202.120.214.189,80,34163
2016/4/8,04:05:56,202.120.48.201,202.120.214.181,8080,74500
2016/4/7,15:55:32,54.25.212.45,202.120.214.143,8080,35973
2016/4/23,16:14:52,104.150.88.215,202.120.214.106,80,43675
2016/4/21,07:15:09,202.120.184.78,202.120.213.95,25,61762
2016/4/12,20:38:29,202.120.160.230,202.120.213.88,25,33522
2016/4/12,13:24:49,120.231.85.165,202.120.213.67,443,62824
2016/4/6,04:15:52,202.120.235.70,202.120.213.39,8080,18409
2016/4/15,23:33:50,202.120.249.217,202.120.213.239,25,43926
2016/4/16,11:18:11,202.120.95.128,202.120.213.180,8080,21628
2016/4/20,07:55:12,202.120.0.9,202.120.213.128,80,83727
2016/4/7,10:12:56,27.104.239.46,202.120.212.85,25,90136
2016/4/15,06:08:00,202.120.112.201,202.120.212.68,80,26955
2016/4/2,08:28:49,202.120.31.68,202.120.212.5,25,7986
2016/4/9,05:59:51,58.96.80.35,202.120.212.43,80,45749
2016/4/26,00:11:23,78.197.215.201,202.120.212.40,8080,55782
2016/4/19,13:52:48,202.120.25.14,202.120.212.39,80,9230
2016/4/9,09:00:26,202.120.158.196,202.120.212.37,8080,66823
2016/4/27,01:12:27,202.120.116.245,202.120.212.229,8080,37991
2016/4/11,08:37:56,202.120.218.200,202.120.212.168,25,49768
2016/4/23,17:48:44,202.120.92.88,202.120.212.156,443,64280
2016/4/11,10:36:19,202.120.146.0,202.120.212.150,8080,65174
2016/4/8,02:55:37,2.64.122.187,202.120.212.132,25,3928
2016/4/22,13:32:02,76.73.182.178,202.120.212.131,8080,94655
2016/4/6,10:48:42,165.54.97.80,202.120.211.52,443,7919
2016/4/29,10:43:15,202.120.244.198,202.120.211.243,443,5563
2016/4/27,20:55:18,240.224.24.246,202.120.211.242,443,85150
2016/4/29,04:38:14,202.120.138.23,202.120.211.238,80,57005
2016/4/3,22:04:43,256.28.220.23,202.120.211.229,80,98839
2016/4/27,09:24:48,202.120.194.164,202.120.211.207,80,65224
2016/4/23,19:13:49,2.64.122.187,202.120.211.165,80,47544
2016/4/5,22:14:37,152.221.163.85,202.120.210.89,80,87018
2016/4/19,17:20:41,202.120.56.54,202.120.210.249,443,98262
2016/4/29,20:05:39,202.120.88.115,202.120.210.175,80,34971
2016/4/2,00:20:14,256.28.220.23,202.120.210.142,25,70324
2016/4/1,13:41:16,28.174.73.78,202.120.210.107,25,69792
2016/4/20,19:33:48,202.120.48.87,202.120.210.1,80,16675
2016/4/5,11:19:26,202.120.61.128,202.120.21.88,80,70589
2016/4/1,11:03:44,202.120.107.88,202.120.21.63,80,3933
2016/4/19,07:50:51,101.158.17.133,202.120.21.61,443,69582
2016/4/21,08:43:28,223.248.74.24,202.120.21.59,80,51747
2016/4/2,05:32:37,202.120.204.241,202.120.21.41,443,79593
2016/4/5,13:39:33,202.120.165.210,202.120.21.251,25,48022
2016/4/26,18:09:44,202.120.191.129,202.120.21.25,443,79594
2016/4/29,15:22:57,202.120.166.108,202.120.21.212,25,10491
2016/4/30,07:42:43,189.100.224.244,202.120.21.200,8080,63661
2016/4/20,23:16:52,202.120.1.245,202.120.21.186,25,23366
2016/4/8,10:35:45,221.5.96.32,202.120.21.165,443,5838
2016/4/22,06:34:37,22.132.179.141,202.120.209.89,443,9360
2016/4/16,09:58:28,202.120.26.100,202.120.209.61,443,79419
2016/4/20,17:39:54,221.5.96.32,202.120.209.59,25,22703
2016/4/21,04:41:08,202.120.8.38,202.120.209.59,25,4929
2016/4/15,01:24:20,30.225.211.182,202.120.209.139,25,18646
2016/4/20,02:58:09,202.120.42.153,202.120.209.137,80,18817
2016/4/18,21:20:12,47.205.138.101,202.120.208.8,80,64576
2016/4/27,08:35:18,252.121.80.127,202.120.208.77,443,13768
2016/4/22,20:46:02,169.198.141.16,202.120.208.36,8080,49646
2016/4/12,02:04:48,202.120.143.226,202.120.208.3,80,46297
2016/4/17,06:40:41,202.120.161.26,202.120.208.26,443,51846
2016/4/20,19:41:46,49.65.155.233,202.120.208.241,80,41973
2016/4/10,12:41:39,202.120.76.121,202.120.208.233,443,22071
2016/4/3,19:24:38,202.120.79.107,202.120.208.212,80,71197
2016/4/29,23:13:05,229.193.207.213,202.120.208.190,25,30968
2016/4/2,13:10:29,202.120.141.35,202.120.208.176,80,23450
2016/4/10,07:59:31,120.231.85.165,202.120.208.136,25,91112
2016/4/1,08:12:10,26.85.60.116,202.120.208.135,443,43068
2016/4/21,06:05:36,256.124.31.94,202.120.208.134,80,40456
2016/4/23,22:42:16,202.120.230.241,202.120.208.124,25,15639
2016/4/2,15:11:34,166.212.204.222,202.120.208.106,25,82212
2016/4/18,14:38:00,202.120.243.85,202.120.207.81,25,53999
2016/4/23,00:18:17,202.120.199.131,202.120.207.80,443,55676
2016/4/4,19:56:10,138.196.243.102,202.120.207.6,443,79285
2016/4/17,13:35:25,202.120.178.2,202.120.207.217,8080,7072
2016/4/13,18:59:19,223.248.74.24,202.120.207.208,8080,55020
2016/4/21,23:33:38,137.178.78.57,202.120.207.185,80,47957
2016/4/3,13:09:36,47.205.138.101,202.120.207.150,80,43613
2016/4/10,23:21:01,202.120.6.126,202.120.207.12,80,72657
2016/4/23,04:09:01,202.120.254.61,202.120.207.0,8080,24033
2016/4/7,09:33:16,202.120.170.126,202.120.206.244,25,74692
2016/4/14,21:32:30,202.120.139.160,202.120.206.170,80,73681
2016/4/4,00:52:55,202.120.218.183,202.120.206.149,80,80616
2016/4/4,19:44:46,202.120.85.103,202.120.206.140,8080,95920
2016/4/29,20:19:48,202.120.175.71,202.120.206.131,25,69610
2016/4/5,17:32:16,54.25.212.45,202.120.206.110,8080,22470
2016/4/1,07:22:23,202.120.241.242,202.120.205.85,8080,56568
2016/4/23,23:00:57,114.51.79.252,202.120.205.60,8080,56225
2016/4/28,02:55:21,202.120.15.151,202.120.205.251,80,86413
2016/4/1,10:31:29,39.192.217.150,202.120.205.247,80,4209
2016/4/28,21:04:03,202.120.176.106,202.120.205.233,80,58398
2016/4/13,12:26:37,239.218.181.173,202.120.205.225,25,83537
2016/4/24,01:49:53,148.76.138.247,202.120.205.216,443,92707
2016/4/23,11:05:20,202.120.47.52,202.120.205.215,8080,91314
2016/4/16,11:17:43,241.126.1.174,202.120.205.145,25,24217
2016/4/21,00:17:57,137.178.78.57,202.120.205.128,443,28909
2016/4/15,04:32:25,202.120.3.255,202.120.205.125,443,16398
2016/4/20,09:22:50,39.214.76.10,202.120.205.117,8080,70575
2016/4/8,00:30:33,6.130.81.30,202.120.205.102,443,95194
2016/4/24,07:44:32,202.120.148.76,202.120.204.255,80,19837
2016/4/10,08:30:15,202.120.124.66,202.120.204.191,25,28219
2016/4/18,07:25:11,39.214.76.10,202.120.204.173,80,34127
2016/4/8,09:17:15,202.120.243.88,202.120.204.12,8080,39827
2016/4/19,07:54:25,166.154.145.129,202.120.204.119,8080,58530
2016/4/16,08:50:50,202.120.90.202,202.120.204.110,25,93804
2016/4/8,20:12:41,202.120.129.170,202.120.204.0,80,45304
2016/4/14,21:10:25,202.120.206.208,202.120.203.97,25,50927
2016/4/21,16:05:26,104.150.88.215,202.120.203.97,8080,31425
2016/4/7,22:14:38,123.26.49.90,202.120.203.77,80,29173
2016/4/15,19:58:38,202.120.236.200,202.120.203.7,8080,75982
2016/4/14,18:26:34,202.120.142.147,202.120.203.56,25,25448
2016/4/25,01:51:03,162.92.248.97,202.120.203.54,80,29103
2016/4/26,10:32:19,202.120.244.38,202.120.203.231,8080,13024
2016/4/24,22:23:53,227.109.161.131,202.120.203.229,25,36905
2016/4/23,05:04:09,202.120.89.104,202.120.203.215,80,52451
2016/4/14,07:27:55,73.56.163.57,202.120.203.210,8080,98011
2016/4/11,15:34:26,5.150.217.135,202.120.203.206,80,10850
2016/4/15,20:10:42,202.120.204.102,202.120.203.192,80,68572
2016/4/19,08:46:06,123.26.49.90,202.120.203.171,25,20365
2016/4/13,12:49:57,39.192.217.150,202.120.203.164,443,37068
2016/4/26,07:41:18,130.193.27.234,202.120.203.155,443,84669
2016/4/19,09:13:14,202.120.7.111,202.120.202.88,443,97853
2016/4/24,05:33:13,202.120.197.233,202.120.202.61,25,76466
2016/4/17,03:57:05,33.245.6.131,202.120.202.57,443,30954
2016/4/4,06:49:06,202.120.216.38,202.120.202.41,443,80902
2016/4/6,12:32:48,202.120.120.225,202.120.202.234,443,78346
2016/4/28,08:00:47,202.120.241.131,202.120.202.233,443,12837
2016/4/14,03:45:49,202.120.105.37,202.120.202.200,443,85993
2016/4/7,12:19:59,235.183.71.94,202.120.202.197,8080,51437
2016/4/14,03:33:15,252.121.80.127,202.120.202.184,8080,6256
2016/4/19,22:24:22,6.130.81.30,202.120.202.17,8080,93590
2016/4/17,18:29:56,202.120.239.51,202.120.202.105,8080,89995
2016/4/5,12:56:24,148.76.138.247,202.120.201.7,8080,86739
2016/4/13,05:46:59,202.120.187.77,202.120.201.42,8080,26623
2016/4/11,11:02:39,120.231.85.165,202.120.201.247,443,75287
2016/4/19,09:29:05,6.130.81.30,202.120.201.243,25,79518
2016/4/17,15:26:04,22.132.179.141,202.120.201.186,80,38205
2016/4/23,02:19:47,56.36.136.167,202.120.201.126,443,82442
2016/4/3,10:32:24,202.120.223.131,202.120.201.125,25,77580
2016/4/7,09:18:13,130.193.27.234,202.120.201.117,8080,47659
2016/4/30,16:31:45,35.19.6.206,202.120.200.78,80,4412
2016/4/23,12:48:16,49.65.155.233,202.120.200.54,8080,47376
2016/4/15,22:19:15,130.193.27.234,202.120.200.29,8080,46024
2016/4/18,07:06:31,202.120.195.217,202.120.200.25,443,33657
2016/4/28,02:10:48,202.120.177.164,202.120.200.242,443,4270
2016/4/3,21:16:39,202.120.73.128,202.120.200.206,25,74648
2016/4/24,17:51:53,5.150.217.135,202.120.200.205,80,2717
2016/4/23,08:29:50,227.109.161.131,202.120.200.180,25,58373
2016/4/23,05:02:50,202.120.195.27,202.120.200.167,8080,49205
2016/4/15,19:02:09,202.120.91.87,202.120.200.160,25,47164
2016/4/7,17:50:46,202.120.148.98,202.120.200.159,25,90275
